common_name,species_group
Western red-billed hornbill,Birds
Western reef heron,Birds
Western rock nuthatch,Birds
Western rosella,Birds
Western sandpiper,Birds
Western screech owl,Birds
Western sirystes,Birds
Western spindalis,Birds
Western spinebill,Birds
Western square-tailed drongo,Birds
Western striolated puffbird,Birds
Western subalpine warbler,Birds
Western swamphen,Birds
Western tanager,Birds
Western thornbill,Birds
Western tinkerbird,Birds
Western tragopan,Birds
Western violet-backed sunbird,Birds
Western wattlebird,Birds
Western wattled cuckooshrike,Birds
Western whistler,Birds
Western wood pewee,Birds
Western woodhaunter,Birds
Western yellow robin,Birds
Western yellow wagtail,Birds
Western yellow-spotted barbet,Birds
Westland petrel,Birds
Wetar figbird,Birds
Wetar ground dove,Birds
Weyns's weaver,Birds
Whenua Hou diving petrel,Birds
Whinchat,Birds
Whiskered auklet,Birds
Whiskered flowerpecker,Birds
Whiskered myiobius,Birds
Whiskered pitta,Birds
Whiskered screech owl,Birds
Whiskered tern,Birds
Whiskered treeswift,Birds
Whiskered wren,Birds
Whiskered yuhina,Birds
Whistler's warbler,Birds
Whistling cisticola,Birds
Whistling fruit dove,Birds
Whistling green pigeon,Birds
Whistling heron,Birds
Whistling kite,Birds
Whistling warbler,Birds
White bellbird,Birds
White cockatoo,Birds
White eared pheasant,Birds
White hawk,Birds
White monjita,Birds
White stork,Birds
White swamphen,Birds
White tern,Birds
White wagtail,Birds
White woodpecker,Birds
White-backed black tit,Birds
White-backed duck,Birds
White-backed mousebird,Birds
White-backed night heron,Birds
White-backed stilt,Birds
White-backed swallow,Birds
White-backed vulture,Birds
White-backed woodpecker,Birds
White-backed woodswallow,Birds
White-banded mockingbird,Birds
White-banded swallow,Birds
White-banded tyrannulet,Birds
White-barred piculet,Birds
White-bearded antshrike,Birds
White-bearded flycatcher,Birds
White-bearded greenbul,Birds
White-bearded helmetcrest,Birds
White-bearded hermit,Birds
White-bearded manakin,Birds
White-bellied antbird,Birds
White-bellied antpitta,Birds
White-bellied blue flycatcher,Birds
White-bellied blue robin,Birds
White-bellied bush chat,Birds
White-bellied bustard,Birds
White-bellied canary,Birds
White-bellied chachalaca,Birds
White-bellied cinclodes,Birds
White-bellied crested flycatcher,Birds
White-bellied cuckooshrike,Birds
White-bellied dacnis,Birds
White-bellied drongo,Birds
White-bellied emerald,Birds
White-bellied erpornis,Birds
White-bellied fantail,Birds
White-bellied go-away-bird,Birds
White-bellied goshawk,Birds
White-bellied green pigeon,Birds
White-bellied heron,Birds
White-bellied honeyeater,Birds
White-bellied hummingbird,Birds
White-bellied imperial pigeon,Birds
White-bellied kingfisher,Birds
White-bellied minivet,Birds
White-bellied mountaingem,Birds
White-bellied munia,Birds
White-bellied nothura,Birds
White-bellied piculet,Birds
White-bellied pitohui,Birds
White-bellied pygmy tyrant,Birds
White-bellied redstart,Birds
White-bellied robin-chat,Birds
White-bellied sea eagle,Birds
White-bellied seedeater,Birds
White-bellied seedsnipe,Birds
White-bellied spinetail,Birds
White-bellied storm petrel,Birds
White-bellied sunbird,Birds
White-bellied thicket fantail,Birds
White-bellied tit,Birds
White-bellied tody-tyrant,Birds
White-bellied treepie,Birds
White-bellied tyrannulet,Birds
White-bellied whipbird,Birds
White-bellied whistler,Birds
White-bellied woodpecker,Birds
White-bellied woodstar,Birds
White-bellied wren,Birds
White-bibbed antbird,Birds
White-bibbed babbler,Birds
White-bibbed fruit dove,Birds
White-bibbed manakin,Birds
White-bibbed swallow,Birds
White-billed buffalo weaver,Birds
White-billed crow,Birds
White-billed starling,Birds
White-booted racket-tail,Birds
White-breasted antbird,Birds
White-breasted babbler,Birds
White-breasted cormorant,Birds
White-breasted cuckooshrike,Birds
White-breasted ground dove,Birds
White-breasted guineafowl,Birds
White-breasted hawk,Birds
White-breasted mesite,Birds
White-breasted nigrita,Birds
White-breasted nuthatch,Birds
White-breasted parakeet,Birds
White-breasted parrotbill,Birds
White-breasted robin,Birds
White-breasted tapaculo,Birds
White-breasted thrasher,Birds
White-breasted waterhen,Birds
White-breasted whistler,Birds
White-breasted wood wren,Birds
White-breasted woodswallow,Birds
White-bridled finch,Birds
White-browed antbird,Birds
White-browed antpitta,Birds
White-browed babbler,Birds
White-browed brushfinch,Birds
White-browed bulbul,Birds
White-browed bush chat,Birds
White-browed bush robin,Birds
White-browed chat-tyrant,Birds
White-browed conebill,Birds
White-browed coucal,Birds
White-browed crake,Birds
White-browed crombec,Birds
White-browed fantail,Birds
White-browed foliage-gleaner,Birds
White-browed forest flycatcher,Birds
White-browed fulvetta,Birds
White-browed ground tyrant,Birds
White-browed guan,Birds
White-browed hawk,Birds
White-browed hemispingus,Birds
White-browed hermit,Birds
White-browed jungle flycatcher,Birds
White-browed laughingthrush,Birds
White-browed meadowlark,Birds
White-browed nuthatch,Birds
White-browed owl,Birds
White-browed piculet,Birds
White-browed purpletuft,Birds
White-browed robin,Birds
White-browed robin-chat,Birds
White-browed scimitar babbler,Birds
White-browed scrub robin,Birds
White-browed scrubwren,Birds
White-browed shama,Birds
White-browed shortwing,Birds
White-browed sparrow-weaver,Birds
White-browed spinetail,Birds
White-browed tapaculo,Birds
White-browed tit,Birds
White-browed tit-spinetail,Birds
White-browed tit-warbler,Birds
White-browed treecreeper,Birds
White-browed triller,Birds
White-browed wagtail,Birds
White-browed woodswallow,Birds
White-capped bunting,Birds
White-capped dipper,Birds
White-capped fruit dove,Birds
White-capped monarch,Birds
White-capped munia,Birds
White-capped parrot,Birds
White-capped redstart,Birds
White-capped tanager,Birds
White-cheeked antbird,Birds
White-cheeked barbet,Birds
White-cheeked bullfinch,Birds
White-cheeked bushtit,Birds
White-cheeked cotinga,Birds
White-cheeked honeyeater,Birds
White-cheeked laughingthrush,Birds
White-cheeked nuthatch,Birds
White-cheeked partridge,Birds
White-cheeked pintail,Birds
White-cheeked starling,Birds
White-cheeked tern,Birds
White-cheeked tody-flycatcher,Birds
White-cheeked turaco,Birds
White-chested alethe,Birds
White-chested babbler,Birds
White-chested emerald,Birds
White-chested puffbird,Birds
White-chested swift,Birds
White-chested tinkerbird,Birds
White-chested white-eye,Birds
White-chinned jacamar,Birds
White-chinned myzomela,Birds
White-chinned petrel,Birds
White-chinned prinia,Birds
White-chinned sapphire,Birds
White-chinned swift,Birds
White-chinned thistletail,Birds
White-chinned thrush,Birds
White-chinned woodcreeper,Birds
White-collared blackbird,Birds
White-collared foliage-gleaner,Birds
White-collared jay,Birds
White-collared kite,Birds
White-collared manakin,Birds
White-collared monarch,Birds
White-collared oliveback,Birds
White-collared pigeon,Birds
White-collared starling,Birds
White-collared swift,Birds
White-collared yuhina,Birds
White-crested coquette,Birds
White-crested elaenia,Birds
White-crested guan,Birds
White-crested helmetshrike,Birds
White-crested hornbill,Birds
White-crested laughingthrush,Birds
White-crested spadebill,Birds
White-crested tiger heron,Birds
White-crested turaco,Birds
White-crested tyrannulet,Birds
White-crowned cliff chat,Birds
White-crowned cuckoo,Birds
White-crowned forktail,Birds
White-crowned hornbill,Birds
White-crowned lapwing,Birds
White-crowned manakin,Birds
White-crowned parrot,Birds
White-crowned penduline tit,Birds
White-crowned pigeon,Birds
White-crowned robin-chat,Birds
White-crowned shama,Birds
White-crowned sparrow,Birds
White-crowned starling,Birds
White-crowned wheatear,Birds
White-eared barbet,Birds
White-eared bronze cuckoo,Birds
White-eared brown dove,Birds
White-eared bulbul,Birds
White-eared catbird,Birds
White-eared conebill,Birds
White-eared ground sparrow,Birds
White-eared honeyeater,Birds
White-eared hummingbird,Birds
White-eared jacamar,Birds
White-eared monarch,Birds
White-eared myza,Birds
White-eared night heron,Birds
White-eared parakeet,Birds
White-eared puffbird,Birds
White-eared sibia,Birds
White-eared solitaire,Birds
White-eared tailorbird,Birds
White-edged oriole,Birds
White-eyed attila,Birds
White-eyed buzzard,Birds
White-eyed foliage-gleaner,Birds
White-eyed gull,Birds
White-eyed parakeet,Birds
White-eyed river martin,Birds
White-eyed robin,Birds
White-eyed slaty flycatcher,Birds
White-eyed starling,Birds
White-eyed stipplethroat,Birds
White-eyed thrush,Birds
White-eyed tody-tyrant,Birds
White-eyed vireo,Birds
White-faced cuckoo-dove,Birds
White-faced heron,Birds
White-faced ibis,Birds
White-faced nunbird,Birds
White-faced plover,Birds
White-faced quail-dove,Birds
White-faced robin,Birds
White-faced starling,Birds
White-faced storm petrel,Birds
White-faced whistling duck,Birds
White-faced whitestart,Birds
White-flanked antwren,Birds
White-flanked sunbird,Birds
White-fronted amazon,Birds
White-fronted bee-eater,Birds
White-fronted black chat,Birds
White-fronted chat,Birds
White-fronted falconet,Birds
White-fronted ground dove,Birds
White-fronted ground tyrant,Birds
White-fronted honeyeater,Birds
White-fronted manakin,Birds
White-fronted nunbird,Birds
White-fronted plover,Birds
White-fronted quail-dove,Birds
White-fronted scops owl,Birds
White-fronted swift,Birds
White-fronted tern,Birds
White-fronted tit,Birds
White-fronted tyrannulet,Birds
White-fronted wattle-eye,Birds
White-fronted whitestart,Birds
White-fronted woodpecker,Birds
White-gaped honeyeater,Birds
White-gorgeted flycatcher,Birds
Whitehead,Birds
White-headed babbler,Birds
White-headed barbet,Birds
White-headed brushfinch,Birds
White-headed buffalo weaver,Birds
White-headed bulbul,Birds
White-headed duck,Birds
White-headed fruit dove,Birds
White-headed marsh tyrant,Birds
White-headed mousebird,Birds
White-headed munia,Birds
White-headed petrel,Birds
White-headed pigeon,Birds
White-headed robin-chat,Birds
White-headed saw-wing,Birds
White-headed starling,Birds
White-headed vanga,Birds
White-headed vulture,Birds
White-headed wood hoopoe,Birds
White-headed woodpecker,Birds
White-headed wren,Birds
Whitehead's broadbill,Birds
Whitehead's spiderhunter,Birds
Whitehead's swiftlet,Birds
Whitehead's trogon,Birds
White-hooded babbler,Birds
White-lined antbird,Birds
White-lined honeyeater,Birds
White-lined tanager,Birds
White-lored antpitta,Birds
White-lored euphonia,Birds
White-lored gnatcatcher,Birds
White-lored oriole,Birds
White-lored spinetail,Birds
White-lored tyrannulet,Birds
White-lored warbler,Birds
White-mantled barbet,Birds
White-mantled kingfisher,Birds
White-masked antbird,Birds
White-naped brushfinch,Birds
White-naped crane,Birds
White-naped honeyeater,Birds
White-naped jay,Birds
White-naped lory,Birds
White-naped monarch,Birds
White-naped pigeon,Birds
White-naped seedeater,Birds
White-naped swift,Birds
White-naped tit,Birds
White-naped woodpecker,Birds
White-naped xenopsaris,Birds
White-naped yuhina,Birds
White-necked babbler,Birds
White-necked coucal,Birds
White-necked crow,Birds
White-necked hawk,Birds
White-necked heron,Birds
White-necked jacobin,Birds
White-necked laughingthrush,Birds
White-necked myna,Birds
White-necked petrel,Birds
White-necked puffbird,Birds
White-necked raven,Birds
White-necked rockfowl,Birds
White-necked thrush,Birds
White-necklaced partridge,Birds
White-plumed antbird,Birds
White-plumed honeyeater,Birds
White-quilled rock pigeon,Birds
White-rimmed brushfinch,Birds
White-rimmed warbler,Birds
White-ringed flycatcher,Birds
White-ruffed manakin,Birds
White-rumped babbler,Birds
White-rumped cuckooshrike,Birds
White-rumped falcon,Birds
White-rumped hawk,Birds
White-rumped monjita,Birds
White-rumped munia,Birds
White-rumped robin,Birds
White-rumped sandpiper,Birds
White-rumped seedeater,Birds
White-rumped shama,Birds
White-rumped sirystes,Birds
White-rumped snowfinch,Birds
White-rumped spinetail,Birds
White-rumped swallow,Birds
White-rumped swift,Birds
White-rumped swiftlet,Birds
White-rumped tanager,Birds
White-rumped triller,Birds
White-rumped vulture,Birds
White's thrush,Birds
White-shouldered antbird,Birds
White-shouldered antshrike,Birds
White-shouldered black tit,Birds
White-shouldered fairywren,Birds
White-shouldered fire-eye,Birds
White-shouldered ibis,Birds
White-shouldered starling,Birds
White-shouldered tanager,Birds
White-shouldered triller,Birds
White-sided flowerpiercer,Birds
White-sided hillstar,Birds
White-speckled laughingthrush,Birds
White-spectacled bulbul,Birds
White-spectacled warbler,Birds
White-spotted fantail,Birds
White-spotted flufftail,Birds
White-spotted mannikin,Birds
White-spotted wattle-eye,Birds
White-spotted woodpecker,Birds
White-starred robin,Birds
White-streaked antvireo,Birds
White-streaked friarbird,Birds
White-streaked honeyeater,Birds
White-striped forest rail,Birds
White-striped warbler,Birds
White-striped woodcreeper,Birds
White-tailed alethe,Birds
White-tailed ant thrush,Birds
White-tailed blue flycatcher,Birds
White-tailed cotinga,Birds
White-tailed crested flycatcher,Birds
White-tailed eagle,Birds
White-tailed emerald,Birds
White-tailed flycatcher,Birds
White-tailed goldenthroat,Birds
White-tailed hawk,Birds
White-tailed hummingbird,Birds
White-tailed jay,Birds
White-tailed kite,Birds
White-tailed lapwing,Birds
White-tailed lark,Birds
White-tailed monarch,Birds
White-tailed nightjar,Birds
White-tailed nuthatch,Birds
White-tailed ptarmigan,Birds
White-tailed robin,Birds
White-tailed sabrewing,Birds
White-tailed shrike,Birds
White-tailed shrike-tyrant,Birds
White-tailed starfrontlet,Birds
White-tailed stonechat,Birds
White-tailed swallow,Birds
White-tailed trogon,Birds
White-tailed tropicbird,Birds
White-tailed tyrannulet,Birds
White-tailed warbler,Birds
White-thighed hornbill,Birds
White-thighed swallow,Birds
White-throated antbird,Birds
White-throated antpitta,Birds
White-throated babbler,Birds
White-throated barbtail,Birds
White-throated bee-eater,Birds
White-throated bulbul,Birds
White-throated bush chat,Birds
White-throated bushtit,Birds
White-throated cacholote,Birds
White-throated canary,Birds
White-throated caracara,Birds
White-throated crake,Birds
White-throated daggerbill,Birds
White-throated dipper,Birds
White-throated earthcreeper,Birds
White-throated fantail,Birds
White-throated flycatcher,Birds
White-throated francolin,Birds
White-throated gerygone,Birds
White-throated grasswren,Birds
White-throated greenbul,Birds
White-throated ground dove,Birds
White-throated hawk,Birds
White-throated honeyeater,Birds
White-throated hummingbird,Birds
White-throated jacamar,Birds
White-throated jay,Birds
White-throated jungle flycatcher,Birds
White-throated kingbird,Birds
White-throated kingfisher,Birds
White-throated laughingthrush,Birds
White-throated magpie-jay,Birds
White-throated manakin,Birds
White-throated mountain babbler,Birds
White-throated mountaingem,Birds
White-throated needletail,Birds
White-throated nightjar,Birds
White-throated oxylabes,Birds
White-throated pewee,Birds
White-throated quail-dove,Birds
White-throated rail,Birds
White-throated redstart,Birds
White-throated robin,Birds
White-throated robin-chat,Birds
White-throated rock thrush,Birds
White-throated screech owl,Birds
White-throated seedeater,Birds
White-throated shrike-tanager,Birds
White-throated sierra finch,Birds
White-throated spadebill,Birds
White-throated sparrow,Birds
White-throated swallow,Birds
White-throated swift,Birds
White-throated tapaculo,Birds
White-throated thrush,Birds
White-throated tinamou,Birds
White-throated toucan,Birds
White-throated toucanet,Birds
White-throated towhee,Birds
White-throated treecreeper,Birds
White-throated treerunner,Birds
White-throated tyrannulet,Birds
White-throated woodcreeper,Birds
White-throated woodpecker,Birds
White-throated wren-babbler,Birds
White-tipped dove,Birds
White-tipped monarch,Birds
White-tipped plantcutter,Birds
White-tipped quetzal,Birds
White-tipped sicklebill,Birds
White-tipped swift,Birds
White-tufted grebe,Birds
White-tufted sunbeam,Birds
White-vented euphonia,Birds
White-vented plumeleteer,Birds
White-vented shama,Birds
White-vented violetear,Birds
White-vented whistler,Birds
White-wedged piculet,Birds
White-whiskered hermit,Birds
White-whiskered laughingthrush,Birds
White-whiskered puffbird,Birds
White-whiskered spinetail,Birds
White-winged apalis,Birds
White-winged becard,Birds
White-winged black tit,Birds
White-winged black tyrant,Birds
White-winged brushfinch,Birds
White-winged chough,Birds
White-winged cinclodes,Birds
White-winged cliff chat,Birds
White-winged collared dove,Birds
White-winged coot,Birds
White-winged cotinga,Birds
White-winged cuckooshrike,Birds
White-winged diuca finch,Birds
White-winged dove,Birds
White-winged duck,Birds
White-winged fairywren,Birds
White-winged flufftail,Birds
White-winged grosbeak,Birds
White-winged guan,Birds
White-winged lark,Birds
White-winged magpie,Birds
White-winged nightjar,Birds
White-winged parakeet,Birds
White-winged potoo,Birds
White-winged robin,Birds
White-winged scoter,Birds
White-winged shrike-tanager,Birds
White-winged snowfinch,Birds
White-winged swallow,Birds
White-winged swamp warbler,Birds
White-winged tanager,Birds
White-winged tapaculo,Birds
White-winged tern,Birds
White-winged triller,Birds
White-winged warbler,Birds
White-winged widowbird,Birds
White-winged woodpecker,Birds
Whooper swan,Birds
Whooping crane,Birds
Whooping motmot,Birds
Whyte's barbet,Birds
Whyte's double-collared sunbird,Birds
Wied's tyrant-manakin,Birds
Wild turkey,Birds
Wilkins's finch,Birds
Willard's sooty boubou,Birds
Willcocks's honeyguide,Birds
Willet,Birds
Williamson's sapsucker,Birds
Williams's lark,Birds
Willie wagtail,Birds
Willis's antbird,Birds
Willow flycatcher,Birds
Willow ptarmigan,Birds
Willow tit,Birds
Willow warbler,Birds
Wilson's bird-of-paradise,Birds
Wilson's indigobird,Birds
Wilson's phalarope,Birds
Wilson's plover,Birds
Wilson's snipe,Birds
Wilson's storm petrel,Birds
Wilson's warbler,Birds
Winchell's kingfisher,Birds
Winding cisticola,Birds
Wine-throated hummingbird,Birds
Wing-banded antbird,Birds
Wing-banded wren,Birds
Wing-barred piprites,Birds
Wing-barred seedeater,Birds
Wing-snapping cisticola,Birds
Winifred's warbler,Birds
Winter wren,Birds
Wire-crested thorntail,Birds
Wire-tailed manakin,Birds
Wire-tailed swallow,Birds
Wompoo fruit dove,Birds
Wonga pigeon,Birds
Wood duck,Birds
Wood pipit,Birds
Wood sandpiper,Birds
Wood snipe,Birds
Wood stork,Birds
Wood thrush,Birds
Wood warbler,Birds
Woodchat shrike,Birds
Woodford's rail,Birds
Woodhouse's antpecker,Birds
Woodhouse's scrub jay,Birds
Woodland kingfisher,Birds
Woodlark,Birds
Woodpecker finch,Birds
Woodward's batis,Birds
Woolly-necked stork,Birds
Worcester's buttonquail,Birds
Worm-eating warbler,Birds
Worthen's sparrow,Birds
Wreathed hornbill,Birds
Wren-like rushbird,Birds
Wrenthrush,Birds
Wrentit,Birds
Wrinkled hornbill,Birds
Writhed hornbill,Birds
Wrybill,Birds
X,Birds
Xantus's hummingbird,Birds
Xavier's greenbul,Birds
Xingu scale-backed antbird,Birds
Y,Birds
Yap cicadabird,Birds
Yap monarch,Birds
Yapacana antbird,Birds
Yelkouan shearwater,Birds
Yellow bishop,Birds
Yellow bittern,Birds
Yellow bunting,Birds
Yellow canary,Birds
Yellow cardinal,Birds
Yellow chat,Birds
Yellow grosbeak,Birds
Yellow honeyeater,Birds
Yellow longbill,Birds
Yellow oriole,Birds
Yellow penduline tit,Birds
Yellow rail,Birds
Yellow thornbill,Birds
Yellow tit,Birds
Yellow tyrannulet,Birds
Yellow wattlebird,Birds
Yellow-backed oriole,Birds
Yellow-backed tanager,Birds
Yellow-bearded greenbul,Birds
Yellow-bellied bulbul,Birds
Yellow-bellied bush warbler,Birds
Yellow-bellied chat-tyrant,Birds
Yellow-bellied dacnis,Birds
Yellow-bellied elaenia,Birds
Yellow-bellied eremomela,Birds
Yellow-bellied fantail,Birds
Yellow-bellied flowerpecker,Birds
Yellow-bellied flycatcher,Birds
Yellow-bellied flyrobin,Birds
Yellow-bellied gerygone,Birds
Yellow-bellied greenbul,Birds
